;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
INSTNR;GRADE;TYPE;2008/2009;2009/2010;2010/2011;2011/2012;2012/2013;2013/2014;2014/2015;2015/2016;2016/2017;2017/2018;2018/2019;2019/2020;2020/2021;
491005;7. klassetrin;Ikke-vestlig;;;;;;;;;;;;;;
495005;7. klassetrin;Ikke-vestlig;;;;;;;;;;;;;;
497001;7. klassetrin;Ikke-vestlig;;;;;;;;;;;;;;
497002;7. klassetrin;Ikke-vestlig;;;;;;;;;;;;;;
499004;7. klassetrin;Ikke-vestlig;;;;;;;;;;;;;;
501001;7. klassetrin;Ikke-vestlig;;;;;;;;;;;;;;
503002;7. klassetrin;Ikke-vestlig;6;5;;5;;;;;;;;;;
503005;7. klassetrin;Ikke-vestlig;;;6;;;;;;;;;;;
507001;7. klassetrin;Ikke-vestlig;;;;;;;;;;;;;;
509013;7. klassetrin;Ikke-vestlig;;;;;;;;;;;;;;
511003;7. klassetrin;Ikke-vestlig;;;;;;;;;;;;;;
513002;7. klassetrin;Ikke-vestlig;5;5;5;6;;5;;;;;;;;
513005;7. klassetrin;Ikke-vestlig;;;;;;;;;;;;;;
513008;7. klassetrin;Ikke-vestlig;;;;;;;;;;;;;;
515004;7. klassetrin;Ikke-vestlig;9;11;9;;;;;;;;;30;34;
515007;7. klassetrin;Ikke-vestlig;;;6;;;;;;;;;;;
515008;7. klassetrin;Ikke-vestlig;6;;;;;;;;;;;;;
515014;7. klassetrin;Ikke-vestlig;;;;;;;;5;;;;;;
515015;7. klassetrin;Ikke-vestlig;;;;;;;;;;;;;;
515019;7. klassetrin;Ikke-vestlig;13;9;7;;;;;;;;;;;
515901;7. klassetrin;Ikke-vestlig;;;;;;;;;;;;;;
519002;7. klassetrin;Ikke-vestlig;;;;;;;;;;;;;;
523001;7. klassetrin;Ikke-vestlig;;;;;;;;;5;;;;;
523002;7. klassetrin;Ikke-vestlig;9;;5;12;;;;;;;;;;
523005;7. klassetrin;Ikke-vestlig;;;;;5;;;;;;;;;
525010;7. klassetrin;Ikke-vestlig;;;;;;;;;;;;5;5;
527002;7. klassetrin;Ikke-vestlig;;;;;;;;;;;;;;
527004;7. klassetrin;Ikke-vestlig;;;;;;;;;;;5;;;
529003;7. klassetrin;Ikke-vestlig;;;;;;;;;;;;;;
529005;7. klassetrin;Ikke-vestlig;;;;;;;;;;;;;;
531005;7. klassetrin;Ikke-vestlig;;;;;;;;;;;;;;
533004;7. klassetrin;Ikke-vestlig;5;;;;;;;;;;;;;
535001;7. klassetrin;Ikke-vestlig;;;;;;;;;;;;;;
535006;7. klassetrin;Ikke-vestlig;;;;;;;;;;;;;;
537001;7. klassetrin;Ikke-vestlig;8;;15;8;7;;;;;;;;;
537004;7. klassetrin;Ikke-vestlig;6;10;8;14;12;11;18;10;9;19;12;17;21;
537006;7. klassetrin;Ikke-vestlig;18;15;17;12;12;13;12;13;13;16;13;19;19;
537007;7. klassetrin;Ikke-vestlig;8;5;;9;8;10;7;;11;13;13;5;11;
537008;7. klassetrin;Ikke-vestlig;19;24;23;17;17;19;25;22;33;13;17;23;17;
537009;7. klassetrin;Ikke-vestlig;;;;5;;;;;;;;;5;
537015;7. klassetrin;Ikke-vestlig;;;;;;;6;;;;5;;;
537019;7. klassetrin;Ikke-vestlig;;;;;;;;;;;;;;
539003;7. klassetrin;Ikke-vestlig;;;;;;;;;;;;;;
539006;7. klassetrin;Ikke-vestlig;;;;;;;;5;6;;;;;
541006;7. klassetrin;Ikke-vestlig;;;;;;;;;;;;;;
543011;7. klassetrin;Ikke-vestlig;7;7;8;;;;;;;;;6;7;
545001;7. klassetrin;Ikke-vestlig;8;;7;6;;;;;;;;;;
545002;7. klassetrin;Ikke-vestlig;;;;;;;;;;;;;;
545003;7. klassetrin;Ikke-vestlig;;;;5;;;;;;;;;;
545005;7. klassetrin;Ikke-vestlig;;;;;;;;;;;;;;
545006;7. klassetrin;Ikke-vestlig;;;;;;5;;;;;;;;
545009;7. klassetrin;Ikke-vestlig;16;13;12;17;14;14;18;19;17;15;14;13;9;
545011;7. klassetrin;Ikke-vestlig;;;;;;;;;;;;;;
545210;7. klassetrin;Ikke-vestlig;;;;;;;;;;;;;;
545901;7. klassetrin;Ikke-vestlig;;;5;;;;;;;;;;;
551001;7. klassetrin;Ikke-vestlig;;;;;;;;;;;;;;
555001;7. klassetrin;Ikke-vestlig;;;;;;;;;;;;;;
559001;7. klassetrin;Ikke-vestlig;;;;;;;;;;;;;;
561025;7. klassetrin;Ikke-vestlig;9;9;5;;7;9;;;;;;;;
561026;7. klassetrin;Ikke-vestlig;;;;;6;5;;;;;;;;
561030;7. klassetrin;Ikke-vestlig;;6;;;;;;;5;;;;;
561034;7. klassetrin;Ikke-vestlig;;;;;;;;;;;;;;
561036;7. klassetrin;Ikke-vestlig;;;;;;;;;;;;;;
563001;7. klassetrin;Ikke-vestlig;;;;;;;;;;;5;;;
565007;7. klassetrin;Ikke-vestlig;;;;;;;;;;;;;;
565009;7. klassetrin;Ikke-vestlig;;7;7;5;6;8;7;6;14;21;10;10;13;
565010;7. klassetrin;Ikke-vestlig;;;;;;;;;;;;;;
567001;7. klassetrin;Ikke-vestlig;;;;;;;;;;;;;;
569004;7. klassetrin;Ikke-vestlig;;;;;;;;;6;;;;;
571014;7. klassetrin;Ikke-vestlig;6;6;7;5;7;5;;;;;;;;
571022;7. klassetrin;Ikke-vestlig;;;;;;;;;;;;;;
573003;7. klassetrin;Ikke-vestlig;5;6;;8;6;5;5;7;15;11;8;7;7;
573006;7. klassetrin;Ikke-vestlig;;;6;;;;;;;;;;;
573008;7. klassetrin;Ikke-vestlig;6;8;12;7;9;6;8;7;10;5;9;9;12;
575003;7. klassetrin;Ikke-vestlig;9;7;6;;6;;6;7;;5;8;12;10;
575011;7. klassetrin;Ikke-vestlig;5;9;11;7;8;9;11;10;18;9;11;16;9;
577001;7. klassetrin;Ikke-vestlig;;;;;;;;;;;;;;
577007;7. klassetrin;Ikke-vestlig;;;;;;;;;;;;;;
577008;7. klassetrin;Ikke-vestlig;;;;;;;;;;;;6;;
601001;7. klassetrin;Ikke-vestlig;;;;;;;;;;7;6;;;
603003;7. klassetrin;Ikke-vestlig;;;;;;;;;;;;;;
603005;7. klassetrin;Ikke-vestlig;;;;;;;;;;;;;;
605007;7. klassetrin;Ikke-vestlig;;;;;;;;;;;;;;
607005;7. klassetrin;Ikke-vestlig;9;;;;;;;;;;;;;
607015;7. klassetrin;Ikke-vestlig;;;;5;;6;6;7;7;;7;5;;
607018;7. klassetrin;Ikke-vestlig;;5;;;;;;;;;;;;
607022;7. klassetrin;Ikke-vestlig;;;;;;;;;;;;;;
607901;7. klassetrin;Ikke-vestlig;;;;;;;;;;;;;;
609003;7. klassetrin;Ikke-vestlig;;;;;;;;;;;;;5;
609004;7. klassetrin;Ikke-vestlig;;;;;;;;;;;;5;;
611008;7. klassetrin;Ikke-vestlig;;;;;;;;;;;;;;
613002;7. klassetrin;Ikke-vestlig;;;;;;;;;;;;5;;
613009;7. klassetrin;Ikke-vestlig;;;;;;;;;;;;;;
613012;7. klassetrin;Ikke-vestlig;;;;;;;;;;;;;;
615002;7. klassetrin;Ikke-vestlig;7;;;6;10;8;8;8;10;;5;7;;
615003;7. klassetrin;Ikke-vestlig;;;;;;6;;;5;;5;;5;
615007;7. klassetrin;Ikke-vestlig;20;23;25;19;18;28;24;27;20;26;9;23;26;
615009;7. klassetrin;Ikke-vestlig;21;14;7;6;;;;;;;;;;
615011;7. klassetrin;Ikke-vestlig;;;;;;;;;;;;;6;
615012;7. klassetrin;Ikke-vestlig;;;;;;;;;;;;;;
615014;7. klassetrin;Ikke-vestlig;6;8;9;;6;9;;10;14;10;6;13;10;
615015;7. klassetrin;Ikke-vestlig;;;;;6;;5;;5;;;;7;
615016;7. klassetrin;Ikke-vestlig;6;6;8;6;7;7;5;;7;;7;;;
615017;7. klassetrin;Ikke-vestlig;9;6;9;;7;7;10;5;8;;;7;;
615022;7. klassetrin;Ikke-vestlig;;;;;;;;;;;;;;
615032;7. klassetrin;Ikke-vestlig;;5;;;;;;;8;5;6;;;
615902;7. klassetrin;Ikke-vestlig;;;;;;;;;;;;;;
617002;7. klassetrin;Ikke-vestlig;;;;;;;;;;;;;;
617003;7. klassetrin;Ikke-vestlig;;;;;;;;;;;;;;
619007;7. klassetrin;Ikke-vestlig;;;;5;5;;;;;;;8;5;
621001;7. klassetrin;Ikke-vestlig;;;;;;;;;;;;;;
621003;7. klassetrin;Ikke-vestlig;10;13;14;13;12;8;9;9;18;11;12;14;16;
621005;7. klassetrin;Ikke-vestlig;10;19;;;;;;;;;;;;
621008;7. klassetrin;Ikke-vestlig;;;;;;6;;;6;;;;;
621011;7. klassetrin;Ikke-vestlig;;;5;6;;5;;6;;8;5;8;5;
621012;7. klassetrin;Ikke-vestlig;7;;;;;;5;;;5;;6;;
621013;7. klassetrin;Ikke-vestlig;;;5;;;;;;;;5;;;
621014;7. klassetrin;Ikke-vestlig;;;;;;;;;;;;;;
621017;7. klassetrin;Ikke-vestlig;;6;16;5;10;10;9;5;5;;;;8;
621019;7. klassetrin;Ikke-vestlig;7;9;8;5;6;10;14;9;10;12;10;5;14;
621020;7. klassetrin;Ikke-vestlig;;;;;;;;;;;;;;
621211;7. klassetrin;Ikke-vestlig;;;;;;;;;;;;;;
623002;7. klassetrin;Ikke-vestlig;;;;;;;;;;7;;;;
625004;7. klassetrin;Ikke-vestlig;;;;;;;;;;;;;;
627001;7. klassetrin;Ikke-vestlig;;;;;;;;;;;;;;
627003;7. klassetrin;Ikke-vestlig;;;;;;;;;;;;;;
627004;7. klassetrin;Ikke-vestlig;6;;;;;;;5;;7;;;;
629001;7. klassetrin;Ikke-vestlig;;5;;9;;7;6;;;;;5;;
630003;7. klassetrin;Ikke-vestlig;;;;;;;;;;;;;;
631001;7. klassetrin;Ikke-vestlig;14;9;15;10;;;;;;;;;;
631006;7. klassetrin;Ikke-vestlig;9;9;8;13;5;7;9;11;6;8;18;8;9;
631008;7. klassetrin;Ikke-vestlig;7;;10;8;;;;;;;;;;
631009;7. klassetrin;Ikke-vestlig;8;11;9;6;10;11;;9;;;6;6;;
631011;7. klassetrin;Ikke-vestlig;16;24;24;27;30;25;23;28;37;21;22;24;30;
631012;7. klassetrin;Ikke-vestlig;;;;;;;;;6;;;5;;
631014;7. klassetrin;Ikke-vestlig;8;18;15;13;11;6;6;7;14;11;14;11;10;
631015;7. klassetrin;Ikke-vestlig;;6;;;7;5;;10;8;8;16;8;6;
631016;7. klassetrin;Ikke-vestlig;5;;5;;;;;;;;;;;
631017;7. klassetrin;Ikke-vestlig;10;11;14;8;14;12;9;10;12;9;9;8;8;
631018;7. klassetrin;Ikke-vestlig;;;;;;;;5;;;;;;
631019;7. klassetrin;Ikke-vestlig;;;;;;;;;;;;;;
631029;7. klassetrin;Ikke-vestlig;;;;;;;;;;;;;;
631211;7. klassetrin;Ikke-vestlig;;;;;;;;;;8;;;;
631902;7. klassetrin;Ikke-vestlig;;;;;;;;;;;;;;
651003;7. klassetrin;Ikke-vestlig;;;;;;;;;;;;;;
653003;7. klassetrin;Ikke-vestlig;12;7;7;6;8;6;;;8;9;5;8;10;
655008;7. klassetrin;Ikke-vestlig;5;;5;;6;;8;;;;;7;;
657007;7. klassetrin;Ikke-vestlig;;;5;;5;9;16;11;15;27;22;22;20;
657010;7. klassetrin;Ikke-vestlig;;;;;5;6;;6;;;;;;
657014;7. klassetrin;Ikke-vestlig;;;;;;;5;;;;;;;
657017;7. klassetrin;Ikke-vestlig;15;12;21;;;;;;;;;;;
657019;7. klassetrin;Ikke-vestlig;;;;5;8;5;6;5;5;7;;10;8;
657021;7. klassetrin;Ikke-vestlig;6;7;10;;;;;;;;;;;
657022;7. klassetrin;Ikke-vestlig;11;;6;13;16;20;7;12;11;23;19;17;11;
657023;7. klassetrin;Ikke-vestlig;13;11;17;25;17;21;25;25;15;19;16;26;20;
657024;7. klassetrin;Ikke-vestlig;;;;;;;;;;;;;;
657027;7. klassetrin;Ikke-vestlig;;;;5;;;6;;5;5;9;6;;
657036;7. klassetrin;Ikke-vestlig;;;;;;;;;;;;;;
657037;7. klassetrin;Ikke-vestlig;;;;;;;;;;;;;;
657042;7. klassetrin;Ikke-vestlig;;;;;;;;;;;;;;
657210;7. klassetrin;Ikke-vestlig;;;;;;;;;;;;;;
657902;7. klassetrin;Ikke-vestlig;;;;;;;;;;;;;;
659002;7. klassetrin;Ikke-vestlig;;;;;;;;;;;;;;
661002;7. klassetrin;Ikke-vestlig;;;;;;11;;;6;15;12;14;15;
661003;7. klassetrin;Ikke-vestlig;;;;;;;;;;;;;;
661009;7. klassetrin;Ikke-vestlig;15;14;9;11;;;;;;;;;;
661010;7. klassetrin;Ikke-vestlig;16;21;19;19;27;23;23;17;;;;;;
661012;7. klassetrin;Ikke-vestlig;6;5;;5;5;14;15;10;7;14;18;16;13;
661014;7. klassetrin;Ikke-vestlig;;13;14;11;6;19;10;15;25;17;21;10;21;
661016;7. klassetrin;Ikke-vestlig;;;;;;;;;;;;;;
661901;7. klassetrin;Ikke-vestlig;;;;;;;;;;5;;;;
663001;7. klassetrin;Ikke-vestlig;;;;;;;;;;;;;;
663002;7. klassetrin;Ikke-vestlig;;;;;;;;;;;;;;
663003;7. klassetrin;Ikke-vestlig;5;13;11;13;10;9;5;;7;8;;7;9;
663004;7. klassetrin;Ikke-vestlig;;10;9;9;12;9;9;11;9;;;;;
663006;7. klassetrin;Ikke-vestlig;8;5;8;11;7;8;5;7;11;11;9;11;6;
663008;7. klassetrin;Ikke-vestlig;5;;;;;;;;;5;6;6;7;
665002;7. klassetrin;Ikke-vestlig;;;;;;;6;5;;6;6;7;7;
665012;7. klassetrin;Ikke-vestlig;;;;;;;;;;;;;;
667005;7. klassetrin;Ikke-vestlig;;;;;;;;;;;;;;
669010;7. klassetrin;Ikke-vestlig;;;;;;;;5;;;;;;
669901;7. klassetrin;Ikke-vestlig;;;;;;;;;;;;;;
671002;7. klassetrin;Ikke-vestlig;;;;;;;;;;;;;;
671009;7. klassetrin;Ikke-vestlig;7;5;;7;;;;9;7;5;6;5;9;
671901;7. klassetrin;Ikke-vestlig;;;;;;;;;;;;;;
677003;7. klassetrin;Ikke-vestlig;;;;;;;;;;;;;;
677004;7. klassetrin;Ikke-vestlig;;;;;;;;;;;;;;
679008;7. klassetrin;Ikke-vestlig;;;;;;;;;;;;;;
681007;7. klassetrin;Ikke-vestlig;;;;;;;;;;;;5;;
683006;7. klassetrin;Ikke-vestlig;;;5;;;;;;;;;;;
683007;7. klassetrin;Ikke-vestlig;;;;;;;;;;;;;;
685001;7. klassetrin;Ikke-vestlig;;;;;;;;;;;;;;
685002;7. klassetrin;Ikke-vestlig;;;;;;;;;;;;;;
701001;7. klassetrin;Ikke-vestlig;5;;;6;5;8;10;7;;10;9;5;6;
701002;7. klassetrin;Ikke-vestlig;;;;;;;;;;;;;;
701005;7. klassetrin;Ikke-vestlig;;;5;;;;;;;;;;;
703001;7. klassetrin;Ikke-vestlig;;;;;;;;;;;;;;
703003;7. klassetrin;Ikke-vestlig;;;;;;;;;;;;;;
703004;7. klassetrin;Ikke-vestlig;;;;;;5;;;;;6;;;
703005;7. klassetrin;Ikke-vestlig;;;;;;;;;;;;;;
703006;7. klassetrin;Ikke-vestlig;;;;;;;;;;;;;;
705003;7. klassetrin;Ikke-vestlig;;;;;;;;;;;;;5;
707004;7. klassetrin;Ikke-vestlig;;5;;;;;;;;;;;;
709001;7. klassetrin;Ikke-vestlig;;;;;;;;;;5;7;;;
709003;7. klassetrin;Ikke-vestlig;;;;;;;;;;;;;;
709004;7. klassetrin;Ikke-vestlig;;;;;;5;;15;5;;;;;
711001;7. klassetrin;Ikke-vestlig;7;;;;;;5;;5;6;;5;8;
711004;7. klassetrin;Ikke-vestlig;;;;;;;;;;;;;;
713001;7. klassetrin;Ikke-vestlig;;;;;;;;;;;;;;
713003;7. klassetrin;Ikke-vestlig;;;5;;;;;;;;;;;
713004;7. klassetrin;Ikke-vestlig;;;;;;;;;;;;;;
715003;7. klassetrin;Ikke-vestlig;;5;;;6;;5;9;6;7;11;11;5;
717002;7. klassetrin;Ikke-vestlig;;;6;;5;;;;;;;;;
719001;7. klassetrin;Ikke-vestlig;;;;;;;;;;;;;;
721002;7. klassetrin;Ikke-vestlig;;;;;;;;;;;;;;
721004;7. klassetrin;Ikke-vestlig;;;;;;;;;;;;;;
721005;7. klassetrin;Ikke-vestlig;;;;;;;;;;;;;;
723001;7. klassetrin;Ikke-vestlig;;;;;;;;;;;;;;
723004;7. klassetrin;Ikke-vestlig;;;;;;;;;;;;;;
725006;7. klassetrin;Ikke-vestlig;;;;;;;;;;;;;;
725009;7. klassetrin;Ikke-vestlig;;;;;;;;;;;;;;
727004;7. klassetrin;Ikke-vestlig;6;7;;5;7;5;;;11;6;7;11;10;
727007;7. klassetrin;Ikke-vestlig;;;;;6;;;;;;;8;;
727011;7. klassetrin;Ikke-vestlig;;;;;;;;;;;;;;
729002;7. klassetrin;Ikke-vestlig;;;;;;;;;;;;;;
729005;7. klassetrin;Ikke-vestlig;;;;;;;;;;;;;;
731001;7. klassetrin;Ikke-vestlig;;7;;7;8;5;;;;;;;;
731002;7. klassetrin;Ikke-vestlig;10;;;;7;;;;;;;;;
731003;7. klassetrin;Ikke-vestlig;;;;;;;;;;;;;;
731004;7. klassetrin;Ikke-vestlig;8;;5;5;5;;;;;;;;;
731005;7. klassetrin;Ikke-vestlig;11;11;10;8;7;15;8;;;;;;;
731006;7. klassetrin;Ikke-vestlig;;;;;;;;11;5;19;18;15;11;
731008;7. klassetrin;Ikke-vestlig;;7;;;;;;;;;;;;
731010;7. klassetrin;Ikke-vestlig;;;;;;;;6;;;10;10;10;
731011;7. klassetrin;Ikke-vestlig;;7;7;5;10;12;7;29;16;27;16;22;14;
731012;7. klassetrin;Ikke-vestlig;;;;;;;;;;;;;;
731013;7. klassetrin;Ikke-vestlig;;6;6;8;11;6;8;;;;;;;
731014;7. klassetrin;Ikke-vestlig;8;13;8;12;13;21;12;21;22;20;21;17;21;
731015;7. klassetrin;Ikke-vestlig;;;;;;;;;;;;;;
731016;7. klassetrin;Ikke-vestlig;;;;;;;;;;;;;;
731017;7. klassetrin;Ikke-vestlig;7;6;;;;;;;;7;8;8;6;
731019;7. klassetrin;Ikke-vestlig;;;;;;;;;;;;;;
731027;7. klassetrin;Ikke-vestlig;;;;;;;;;;;;;;
733001;7. klassetrin;Ikke-vestlig;;;;;;6;5;;5;5;8;5;;
733002;7. klassetrin;Ikke-vestlig;;;;;;;;;;;;;;
733003;7. klassetrin;Ikke-vestlig;;;;;;;;;;;;;;
735001;7. klassetrin;Ikke-vestlig;;;;;;;;;;;;;;
737003;7. klassetrin;Ikke-vestlig;;;;;;;;;;;;;;
737004;7. klassetrin;Ikke-vestlig;;;;;;7;;;;6;6;10;5;
739002;7. klassetrin;Ikke-vestlig;7;5;6;;;;5;;;6;;;;
739006;7. klassetrin;Ikke-vestlig;;;;;;;;5;;8;;;;
740005;7. klassetrin;Ikke-vestlig;;23;26;22;29;22;16;21;28;34;21;32;25;
741004;7. klassetrin;Ikke-vestlig;;;;;;;;;;;;;;
743002;7. klassetrin;Ikke-vestlig;5;7;;;;10;5;;11;9;7;6;15;
743006;7. klassetrin;Ikke-vestlig;21;;;;;;;;;;;;;
743010;7. klassetrin;Ikke-vestlig;;;;;;;;;;;;;;
743011;7. klassetrin;Ikke-vestlig;;;;;;;;;;;;;;
743012;7. klassetrin;Ikke-vestlig;;;;;;;;;;;;;;
743014;7. klassetrin;Ikke-vestlig;;;;;;5;;;;5;;;;
743015;7. klassetrin;Ikke-vestlig;;;5;6;5;6;;5;;;;;;
743016;7. klassetrin;Ikke-vestlig;6;5;5;;8;10;5;5;5;7;6;8;;
743017;7. klassetrin;Ikke-vestlig;;;;;;;;;;;;;;
743020;7. klassetrin;Ikke-vestlig;;;;;;;;;;;;;;
743025;7. klassetrin;Ikke-vestlig;;;;;;;;;;;;;;
743211;7. klassetrin;Ikke-vestlig;;;;;;;;;;5;;;;
745002;7. klassetrin;Ikke-vestlig;;6;;;;;;;6;8;5;5;;
745003;7. klassetrin;Ikke-vestlig;;;;;;;;;;;;;;
745004;7. klassetrin;Ikke-vestlig;;;;;;;;;;;;;;
745005;7. klassetrin;Ikke-vestlig;9;9;11;16;10;10;14;9;10;9;10;7;12;
745006;7. klassetrin;Ikke-vestlig;;;;;;;;;;;;;;
745008;7. klassetrin;Ikke-vestlig;;;;;;;;;;;;;;
747001;7. klassetrin;Ikke-vestlig;;;;;;;;;;;;;;
747002;7. klassetrin;Ikke-vestlig;;;;;;;;;;;;;;
749003;7. klassetrin;Ikke-vestlig;;;;;;;;;;;;;;
751002;7. klassetrin;Ikke-vestlig;6;6;11;8;;13;12;9;14;8;;11;11;
751003;7. klassetrin;Ikke-vestlig;;8;8;8;9;13;17;12;28;15;22;16;13;
751004;7. klassetrin;Ikke-vestlig;;;;;;;7;;;;8;14;;
751007;7. klassetrin;Ikke-vestlig;5;5;;6;5;6;11;11;8;;5;;6;
751008;7. klassetrin;Ikke-vestlig;17;18;16;12;16;13;18;13;17;23;25;30;12;
751010;7. klassetrin;Ikke-vestlig;29;27;26;14;25;34;20;18;24;20;29;12;;
751013;7. klassetrin;Ikke-vestlig;15;;16;22;20;21;25;22;11;15;19;19;13;
751014;7. klassetrin;Ikke-vestlig;9;18;14;18;17;14;20;16;16;22;19;20;14;
751015;7. klassetrin;Ikke-vestlig;33;30;20;18;21;30;22;18;23;28;33;26;28;
751016;7. klassetrin;Ikke-vestlig;14;8;14;6;15;8;;6;7;5;7;;5;
751017;7. klassetrin;Ikke-vestlig;10;17;8;11;16;13;15;13;20;16;15;19;13;
751018;7. klassetrin;Ikke-vestlig;12;6;9;9;5;7;7;10;12;;11;6;;
751019;7. klassetrin;Ikke-vestlig;23;16;12;12;13;18;23;18;10;18;15;17;9;
751020;7. klassetrin;Ikke-vestlig;;;;;;;;;;;;;;
751021;7. klassetrin;Ikke-vestlig;6;6;7;12;8;10;8;8;16;16;;11;13;
751022;7. klassetrin;Ikke-vestlig;;;;;;;;;;;5;;;
751023;7. klassetrin;Ikke-vestlig;18;;9;11;8;10;14;8;13;12;12;10;5;
751024;7. klassetrin;Ikke-vestlig;;;;;;;;;;;;;;
751025;7. klassetrin;Ikke-vestlig;18;15;14;27;27;22;17;24;10;19;18;18;25;
751026;7. klassetrin;Ikke-vestlig;;;;;;;6;;;7;;;;
751027;7. klassetrin;Ikke-vestlig;;6;5;7;8;;10;8;6;6;6;7;6;
751032;7. klassetrin;Ikke-vestlig;;;;;;;;;;7;10;;;
751033;7. klassetrin;Ikke-vestlig;17;14;;8;6;12;13;15;12;11;13;15;15;
751034;7. klassetrin;Ikke-vestlig;16;10;12;8;6;;5;;8;9;9;13;7;
751035;7. klassetrin;Ikke-vestlig;;7;7;6;;14;5;16;8;;10;10;8;
751036;7. klassetrin;Ikke-vestlig;9;19;7;17;5;12;15;13;14;12;9;11;8;
751038;7. klassetrin;Ikke-vestlig;14;18;20;12;23;15;16;30;9;22;12;13;14;
751039;7. klassetrin;Ikke-vestlig;;;;;;;;;;;;;;
751040;7. klassetrin;Ikke-vestlig;10;5;5;;8;7;;7;11;9;15;6;8;
751041;7. klassetrin;Ikke-vestlig;;;;;;;;;;;;;7;
751042;7. klassetrin;Ikke-vestlig;;8;6;;7;;;12;6;8;8;5;6;
751043;7. klassetrin;Ikke-vestlig;;6;10;;;;;;;;6;;;
751044;7. klassetrin;Ikke-vestlig;22;21;29;20;24;24;24;24;31;38;36;40;34;
751045;7. klassetrin;Ikke-vestlig;25;21;46;35;41;38;32;28;37;36;25;32;31;
751046;7. klassetrin;Ikke-vestlig;;;;;;;;5;;;;;;
751049;7. klassetrin;Ikke-vestlig;9;10;10;11;9;;;;;;;;;
751050;7. klassetrin;Ikke-vestlig;20;17;15;9;14;18;15;15;11;15;16;12;10;
751051;7. klassetrin;Ikke-vestlig;20;11;7;10;10;13;20;13;10;7;8;9;8;
751052;7. klassetrin;Ikke-vestlig;;;;;;6;;;5;;;5;;
751053;7. klassetrin;Ikke-vestlig;13;13;11;15;12;19;21;20;18;16;15;13;23;
751054;7. klassetrin;Ikke-vestlig;17;13;22;17;29;19;16;23;19;19;17;20;16;
751055;7. klassetrin;Ikke-vestlig;12;12;7;11;10;9;5;9;7;6;5;9;11;
751056;7. klassetrin;Ikke-vestlig;;6;5;;5;;;;;;;;;
751057;7. klassetrin;Ikke-vestlig;32;31;38;23;22;20;18;18;17;22;17;14;;
751058;7. klassetrin;Ikke-vestlig;;;;6;;;;;;;;;;
751059;7. klassetrin;Ikke-vestlig;;;;;;5;;;;;;;;
751060;7. klassetrin;Ikke-vestlig;;;;;;;;;;;;;;
751061;7. klassetrin;Ikke-vestlig;;;;5;;5;;;;5;;;;
751062;7. klassetrin;Ikke-vestlig;;;;;;;;;;;;;;
751063;7. klassetrin;Ikke-vestlig;9;10;7;10;14;10;8;12;9;10;12;14;13;
751065;7. klassetrin;Ikke-vestlig;34;23;23;23;19;16;23;20;19;14;16;21;20;
751066;7. klassetrin;Ikke-vestlig;;;;5;5;7;7;5;12;8;7;6;5;
751080;7. klassetrin;Ikke-vestlig;;;;;;;;;;;;;;
751081;7. klassetrin;Ikke-vestlig;9;13;8;8;10;9;8;9;7;;6;9;8;
751089;7. klassetrin;Ikke-vestlig;;;;;;;;;;;;;;
751090;7. klassetrin;Ikke-vestlig;;;;;;;;;;;;;;
751092;7. klassetrin;Ikke-vestlig;17;20;24;22;17;22;21;19;16;17;;;;
751094;7. klassetrin;Ikke-vestlig;11;19;19;14;9;13;14;16;17;16;14;12;14;
751095;7. klassetrin;Ikke-vestlig;;;;;;;;;;;;;;
751111;7. klassetrin;Ikke-vestlig;13;9;15;16;15;15;6;18;14;12;9;12;;
751114;7. klassetrin;Ikke-vestlig;;;;;;5;7;;;;;5;;
751116;7. klassetrin;Ikke-vestlig;;;;;;;;20;40;;;;;
751221;7. klassetrin;Ikke-vestlig;;;;;;;;;;;;;;
751903;7. klassetrin;Ikke-vestlig;7;;;;7;;;;11;6;;5;;
751905;7. klassetrin;Ikke-vestlig;;;;;;;;;;;;;;
751908;7. klassetrin;Ikke-vestlig;;;;;;;;;;;;;;
756002;7. klassetrin;Ikke-vestlig;;;;;7;;;;5;;5;;;
761006;7. klassetrin;Ikke-vestlig;;;;;;;;;;;;;;
763006;7. klassetrin;Ikke-vestlig;;;;;;;;;;;5;;;
763008;7. klassetrin;Ikke-vestlig;;;;;;;;;;;;;;
765001;7. klassetrin;Ikke-vestlig;;;;;;;;;;;;;;
766001;7. klassetrin;Ikke-vestlig;;;;;;;;;;;;;;
767002;7. klassetrin;Ikke-vestlig;;;;;;;;;;;;;;
769001;7. klassetrin;Ikke-vestlig;;;;;;;;;;;;;;
769003;7. klassetrin;Ikke-vestlig;;;;;;;;;;;;;;
771007;7. klassetrin;Ikke-vestlig;;;;;;;;;;;;;;
773001;7. klassetrin;Ikke-vestlig;;;;6;12;5;8;12;11;12;11;9;11;
775004;7. klassetrin;Ikke-vestlig;;;;;;;;;;;;;;
777004;7. klassetrin;Ikke-vestlig;;;;;;;;;;;;;;
779001;7. klassetrin;Ikke-vestlig;8;10;11;14;6;11;11;7;11;15;9;9;14;
779004;7. klassetrin;Ikke-vestlig;;;;;;;;;;;;;;
779006;7. klassetrin;Ikke-vestlig;;;;;;;;;;;;;;
