;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
INSTNR;GRADE;TYPE;2008/2009;2009/2010;2010/2011;2011/2012;2012/2013;2013/2014;2014/2015;2015/2016;2016/2017;2017/2018;2018/2019;2019/2020;2020/2021;
157012;7. klassetrin;<uoplyst>;;;;;;;;;;;;;;
157018;7. klassetrin;<uoplyst>;6;;7;;6;9;8;9;13;;;;;
157041;7. klassetrin;<uoplyst>;13;;;;7;11;22;11;10;;;;;
169013;7. klassetrin;<uoplyst>;;;;;;;;;;;;;;
227008;7. klassetrin;<uoplyst>;;;;;;;;;;;;;;
257001;7. klassetrin;<uoplyst>;;;;;;;;;;;;;;
259011;7. klassetrin;<uoplyst>;;;;;;;;;;;;;;
280048;7. klassetrin;<uoplyst>;;;;;;;;;;;;;;
280093;7. klassetrin;<uoplyst>;;;;;;;;;;;;;;
280113;7. klassetrin;<uoplyst>;;;;;;;;;;;;;;
280341;7. klassetrin;<uoplyst>;;;;;;;;;;;;;;
280342;7. klassetrin;<uoplyst>;;;;;;;;;;;;;;
280346;7. klassetrin;<uoplyst>;;;;;;;5;;;;;;;
280397;7. klassetrin;<uoplyst>;;;;;;;;;;;;;;
280407;7. klassetrin;<uoplyst>;;;;;;;;;;;;;;
280458;7. klassetrin;<uoplyst>;;;;;;;;;6;;;;;
280595;7. klassetrin;<uoplyst>;;;;;;;;;;;;;;
280618;7. klassetrin;<uoplyst>;;;;;;;;;;;;;;
280705;7. klassetrin;<uoplyst>;;;;;;5;;20;;;13;;;
400014;7. klassetrin;<uoplyst>;;;;;;;;7;;;;;;
461035;7. klassetrin;<uoplyst>;;;;;;;;5;;;;;;
461042;7. klassetrin;<uoplyst>;;;;;;;;;;;;;;
482002;7. klassetrin;<uoplyst>;;;;;;;;;;;;;;
537007;7. klassetrin;<uoplyst>;;;;;;;;;;;;;;
537019;7. klassetrin;<uoplyst>;;;;;;;;;;;;;;
545009;7. klassetrin;<uoplyst>;;;;;;;;;;;;;;
617002;7. klassetrin;<uoplyst>;;;;;;;;;;;;;;
661002;7. klassetrin;<uoplyst>;;;;;;;;;;;10;;;
701001;7. klassetrin;<uoplyst>;;;;;;;;;;;;;;
717004;7. klassetrin;<uoplyst>;;;;;;;;11;;;;;;
731010;7. klassetrin;<uoplyst>;;;;;;;;6;7;;;;;
731011;7. klassetrin;<uoplyst>;;;;;;23;34;;;;;;;
751023;7. klassetrin;<uoplyst>;8;;;;;;;;;;;;;
779007;7. klassetrin;<uoplyst>;;;;;;;;;;;;;;
791014;7. klassetrin;<uoplyst>;;;;;;;;;;;;;;
791210;7. klassetrin;<uoplyst>;;;;;;;;5;7;;;;;
809001;7. klassetrin;<uoplyst>;;;;;;;;;5;;6;;;
827005;7. klassetrin;<uoplyst>;;;;;;;;;;;;;;
101021;8. klassetrin;<uoplyst>;;;;;;;;;;;;;;
101047;8. klassetrin;<uoplyst>;;;;;;;;;;;;;;
101052;8. klassetrin;<uoplyst>;;;;;;;;;;;;;;
101062;8. klassetrin;<uoplyst>;;;;;;;;;;;;;;
101089;8. klassetrin;<uoplyst>;;;;;;;;;;;;;;
101152;8. klassetrin;<uoplyst>;;;;;;;;;;;;;;
101621;8. klassetrin;<uoplyst>;;;;;;;;;;;;;;
147008;8. klassetrin;<uoplyst>;;;;;;;;;;;;;;
147019;8. klassetrin;<uoplyst>;;;;;;;10;;8;;;;;
157010;8. klassetrin;<uoplyst>;;;;;;;;5;;;;;;
157012;8. klassetrin;<uoplyst>;;;;;;;;;;;;;;
157018;8. klassetrin;<uoplyst>;;;;6;;6;10;6;8;;;;;
157041;8. klassetrin;<uoplyst>;7;;;;9;6;15;9;9;;;;;
169008;8. klassetrin;<uoplyst>;;;;;;;;;;;;;;
189003;8. klassetrin;<uoplyst>;;;;;;;;;;;;;;
227008;8. klassetrin;<uoplyst>;;;;;;;;;;;;;;
257001;8. klassetrin;<uoplyst>;;;;;;;;;;;;;;
259011;8. klassetrin;<uoplyst>;;;;;;;;;;;;;;
265019;8. klassetrin;<uoplyst>;;;;;;;;;;;;;;
280093;8. klassetrin;<uoplyst>;;;;;;;;;;;;;;
280205;8. klassetrin;<uoplyst>;;;;;;;;;;;;;;
280342;8. klassetrin;<uoplyst>;;;;;;;;;;;;;;
280346;8. klassetrin;<uoplyst>;;;;;;;;;;;;;;
280595;8. klassetrin;<uoplyst>;;;;;;;;;;;;;;
280618;8. klassetrin;<uoplyst>;;;;;;;;;;;;;;
280705;8. klassetrin;<uoplyst>;;;;;;;;;20;;14;;;
280745;8. klassetrin;<uoplyst>;;;;;;;;;;;;;;
280749;8. klassetrin;<uoplyst>;;;;15;;;;;;;;;;
281421;8. klassetrin;<uoplyst>;;;;;;;;;;;;;;
281607;8. klassetrin;<uoplyst>;;;;;;;;;6;;;;;
400009;8. klassetrin;<uoplyst>;;;;;;;;;6;;;;;
461042;8. klassetrin;<uoplyst>;;;;;;;;;;;;;;
482002;8. klassetrin;<uoplyst>;;;;;;;;;8;;;;;
537007;8. klassetrin;<uoplyst>;;;;;;;;;;;;;;
615003;8. klassetrin;<uoplyst>;;;;;;;;;;;;;;
617002;8. klassetrin;<uoplyst>;;;;;;;;;;;;;;
657022;8. klassetrin;<uoplyst>;;;;;;;11;5;;;;;;
661002;8. klassetrin;<uoplyst>;;;;;;;;;;;;;;
701001;8. klassetrin;<uoplyst>;;;;;;;;;;;;;;
717004;8. klassetrin;<uoplyst>;;;;;;;;7;;;;;;
731010;8. klassetrin;<uoplyst>;;;;;;;;8;;;;;;
731014;8. klassetrin;<uoplyst>;;;;;;;;;;;;;;
751010;8. klassetrin;<uoplyst>;;;;;;;;;;;;;;
751023;8. klassetrin;<uoplyst>;;;;;;;;;;;;;;
809001;8. klassetrin;<uoplyst>;;;;;;;;;;;;;;
823006;8. klassetrin;<uoplyst>;;;;;;;;;;;;;;
851048;8. klassetrin;<uoplyst>;;;;;;;;;;;;;;
101021;9. klassetrin;<uoplyst>;;;;;;;;;;;;;;
101034;9. klassetrin;<uoplyst>;;;;;;;;;7;;;;;
101047;9. klassetrin;<uoplyst>;;;;;;;;;;;;;;
101062;9. klassetrin;<uoplyst>;;;;;;;;;;;;;;
101089;9. klassetrin;<uoplyst>;;;;;;;;5;5;;;;;
101621;9. klassetrin;<uoplyst>;;;;;;;;6;;;;;;
147002;9. klassetrin;<uoplyst>;;;;;;;;;;;;;;
147012;9. klassetrin;<uoplyst>;;;;;;;;;;;;;;
147019;9. klassetrin;<uoplyst>;7;;;;;;6;10;10;8;;;;
151024;9. klassetrin;<uoplyst>;;;;5;6;;;;;;;;;
157018;9. klassetrin;<uoplyst>;;;;;7;8;7;9;8;;;;;
157041;9. klassetrin;<uoplyst>;9;;;;12;13;;13;9;;;;;
157210;9. klassetrin;<uoplyst>;;;;;;5;6;;9;;;;;
169008;9. klassetrin;<uoplyst>;;;;;;;;;;;;;;
169013;9. klassetrin;<uoplyst>;;;;;;7;;;;;;;;
183004;9. klassetrin;<uoplyst>;;;;;;;;;;;;;;
217210;9. klassetrin;<uoplyst>;;;;;;;5;7;;;;;;
219024;9. klassetrin;<uoplyst>;;;5;6;;;;;;;;;;
227008;9. klassetrin;<uoplyst>;;;;;;;;;;;;;;
257001;9. klassetrin;<uoplyst>;;;;;;;;;;;;;;
259011;9. klassetrin;<uoplyst>;;;;;;;;;;;;;;
280048;9. klassetrin;<uoplyst>;;;;;;;;;;;;;;
280093;9. klassetrin;<uoplyst>;;;;;;;;;;;;;;
280240;9. klassetrin;<uoplyst>;;;;;;;5;;;;;;;
280342;9. klassetrin;<uoplyst>;;;;;;;;;;;;;;
280346;9. klassetrin;<uoplyst>;;;;;;;;;7;;;;;
280371;9. klassetrin;<uoplyst>;;;;;;;;;5;;;;;
280397;9. klassetrin;<uoplyst>;;;;;;;;;;;;;;
280587;9. klassetrin;<uoplyst>;;;;;;;;;;;;;;
280597;9. klassetrin;<uoplyst>;;;;;;;;;;;;;;
280618;9. klassetrin;<uoplyst>;;;;;;;;;;;;;;
280620;9. klassetrin;<uoplyst>;;;;;;;;;;;;;29;
280705;9. klassetrin;<uoplyst>;;;;;;;;;;;20;;;
280749;9. klassetrin;<uoplyst>;;;;;;;;;;;;;;
281421;9. klassetrin;<uoplyst>;;;;;;;;5;;;;;;
325003;9. klassetrin;<uoplyst>;;;;;5;;;;;;;;;
331003;9. klassetrin;<uoplyst>;;;;;;;;;18;;;;;
373024;9. klassetrin;<uoplyst>;;;;;;;;;6;;;;;
400009;9. klassetrin;<uoplyst>;;;;;;;;5;;6;;;;
400014;9. klassetrin;<uoplyst>;;;;;;;;;;;;;;
430210;9. klassetrin;<uoplyst>;;;;;;;;;8;;;;;
435301;9. klassetrin;<uoplyst>;;;;;;;7;;;;;;;
482002;9. klassetrin;<uoplyst>;;;;;5;;;;6;;;;;
507301;9. klassetrin;<uoplyst>;;;;;;;;;;;;;;
519300;9. klassetrin;<uoplyst>;;;;;;;;;;;;;;
539300;9. klassetrin;<uoplyst>;;;;;;17;17;;18;;6;;7;
615210;9. klassetrin;<uoplyst>;;;;;;;;;;5;;;;
617002;9. klassetrin;<uoplyst>;;;;;;;;;;;;;;
619301;9. klassetrin;<uoplyst>;;;;;;;;;;;;;;
619308;9. klassetrin;<uoplyst>;;;;;;;;;;;;;;
621211;9. klassetrin;<uoplyst>;;;;;;;;;6;;;;;
631211;9. klassetrin;<uoplyst>;;;;;;;5;6;;;;;;
657022;9. klassetrin;<uoplyst>;;;;;;;;5;;;;;;
661012;9. klassetrin;<uoplyst>;;;;;;;;;;;;8;6;
661303;9. klassetrin;<uoplyst>;;;;;;;;;10;;;;;
667303;9. klassetrin;<uoplyst>;;;;;;;;;;;5;;8;
731014;9. klassetrin;<uoplyst>;;;;;;;6;;;;;;;
751010;9. klassetrin;<uoplyst>;;5;;;;;;;;;;;;
751023;9. klassetrin;<uoplyst>;;;;;;;8;;;;;;;
756002;9. klassetrin;<uoplyst>;;;;;;;;;;;;;;
783300;9. klassetrin;<uoplyst>;;;;;;;;;;;;;;
809001;9. klassetrin;<uoplyst>;;;;;;;6;;11;;;;;
823006;9. klassetrin;<uoplyst>;;;;;;;;;;;;;;
827300;9. klassetrin;<uoplyst>;;;;;;;5;;;;;;;
851026;9. klassetrin;<uoplyst>;;;;;6;5;;;;;;;;
851048;9. klassetrin;<uoplyst>;;;;;;;;;;;;;;
101034;10. klassetrin;<uoplyst>;;;;;;;;;;;;;;
101217;10. klassetrin;<uoplyst>;;7;7;7;18;15;21;12;16;;;;9;
101303;10. klassetrin;<uoplyst>;;;;;;;;;;;;;;
147019;10. klassetrin;<uoplyst>;;;;;7;5;9;6;13;;;;;
147051;10. klassetrin;<uoplyst>;;;;;;;;;;;;;;
147304;10. klassetrin;<uoplyst>;;;;;;;;;;;;;;
153013;10. klassetrin;<uoplyst>;;;;;;;;;;;;;;
157018;10. klassetrin;<uoplyst>;;;;;;;5;6;5;;;;;
157041;10. klassetrin;<uoplyst>;;;;;5;10;18;;5;;;;;
169021;10. klassetrin;<uoplyst>;;;;;;;;;;;;;;
189006;10. klassetrin;<uoplyst>;;;;;;;;;;;;;;
215300;10. klassetrin;<uoplyst>;;;;;;;;;;;;;;
215301;10. klassetrin;<uoplyst>;;;;;;;;;;;;;;
219024;10. klassetrin;<uoplyst>;;;;;;;;5;;;;;;
225300;10. klassetrin;<uoplyst>;;;;;;;;;;;;27;35;
263003;10. klassetrin;<uoplyst>;;;;18;;;;;;;;;;
265031;10. klassetrin;<uoplyst>;;;;;;;;;;;;;;
280113;10. klassetrin;<uoplyst>;;;;;;;;;5;;;;;
280135;10. klassetrin;<uoplyst>;;;;;;;;;73;;;;;
280164;10. klassetrin;<uoplyst>;;;;;;;;;;;;;;
280240;10. klassetrin;<uoplyst>;;;;;;;;;;;;;;
280307;10. klassetrin;<uoplyst>;;;;;;;;;;;;;;
280342;10. klassetrin;<uoplyst>;;;;;;;;;;;;;;
280587;10. klassetrin;<uoplyst>;;;;;;;;;;;;;;
280617;10. klassetrin;<uoplyst>;;;;10;;;;;;;;;;
280618;10. klassetrin;<uoplyst>;;;;;;;;;;;;;;
280667;10. klassetrin;<uoplyst>;;;;;;;;;;;;;;
280727;10. klassetrin;<uoplyst>;;;;;10;;;;;;;;;
280760;10. klassetrin;<uoplyst>;;;;;14;;;;;;;;;
281421;10. klassetrin;<uoplyst>;;;;;;;;;;;6;;;
307300;10. klassetrin;<uoplyst>;;;;;;;;;;;;;;
316001;10. klassetrin;<uoplyst>;;;;;;;;;;;;;;
333021;10. klassetrin;<uoplyst>;;;;;;;;;;;;;;
340001;10. klassetrin;<uoplyst>;;;;;;;5;;;;;;;
351301;10. klassetrin;<uoplyst>;;;;;;;;;;;;;;
373030;10. klassetrin;<uoplyst>;;;;6;;;;;;;;;;
397303;10. klassetrin;<uoplyst>;;;;;;;;;;;;;;
400009;10. klassetrin;<uoplyst>;;;;;;;;;5;;;;;
400301;10. klassetrin;<uoplyst>;;;;;;;;10;;;;;;
430210;10. klassetrin;<uoplyst>;;;;;;;;;;;;;;
430300;10. klassetrin;<uoplyst>;;;;;;;;;;;;;;
433003;10. klassetrin;<uoplyst>;;;;;;;;;;;;;;
433303;10. klassetrin;<uoplyst>;;;;;;;;;;;;;;
435301;10. klassetrin;<uoplyst>;;;;;;9;7;9;7;;;;;
449300;10. klassetrin;<uoplyst>;;;;;;;;;;;;;;
461211;10. klassetrin;<uoplyst>;;;;;;;;;;;;;;
461216;10. klassetrin;<uoplyst>;;;;;;;7;8;14;;;;;
473300;10. klassetrin;<uoplyst>;;;;;;;;;;;;;;
482002;10. klassetrin;<uoplyst>;;;;;14;8;63;96;23;;;;;
485301;10. klassetrin;<uoplyst>;;;;;;;;;;;;;;
509300;10. klassetrin;<uoplyst>;;;;;;;;;;;;;;
515021;10. klassetrin;<uoplyst>;;;;;;;;;;;;;;
515302;10. klassetrin;<uoplyst>;;;;;;;;;;;;;;
521302;10. klassetrin;<uoplyst>;;;;;;;;;;;;;;
525300;10. klassetrin;<uoplyst>;;;;;;;6;;;;;;;
531300;10. klassetrin;<uoplyst>;;;;;;;6;;;;;;;
539300;10. klassetrin;<uoplyst>;;;;;;14;30;16;21;;;;;
545016;10. klassetrin;<uoplyst>;;;;;;;;;;;;;;
561210;10. klassetrin;<uoplyst>;;;;;;;;6;8;;;;;
575307;10. klassetrin;<uoplyst>;;;;;;;;;;;;;;
577300;10. klassetrin;<uoplyst>;;;;;;;;;;;;;;
577301;10. klassetrin;<uoplyst>;;;;;;;;;;;;;;
609301;10. klassetrin;<uoplyst>;;;;;;;;;;;;;;
611300;10. klassetrin;<uoplyst>;;;;;;;;;;;;;;
615022;10. klassetrin;<uoplyst>;;;;22;;;;;;;;;;
619301;10. klassetrin;<uoplyst>;;;;;;;;;;;;;;
621003;10. klassetrin;<uoplyst>;;;;;;;;;;;;;;
621300;10. klassetrin;<uoplyst>;;;;;;5;;6;;;;;;
630300;10. klassetrin;<uoplyst>;;;;;;;;5;;;;;;
631034;10. klassetrin;<uoplyst>;;;;;;;;;;;;;;
631211;10. klassetrin;<uoplyst>;;;;;;;;;13;;;;;
631300;10. klassetrin;<uoplyst>;;;;;;;;;;;;;;
655303;10. klassetrin;<uoplyst>;;;;;;;;;;;;;;
657300;10. klassetrin;<uoplyst>;;;;;;;;;;;;;;
661303;10. klassetrin;<uoplyst>;;;;;;;;6;;;;;;
663302;10. klassetrin;<uoplyst>;;;;;;;;;;;;;;
667017;10. klassetrin;<uoplyst>;;;;;8;;;;;;;;;
667303;10. klassetrin;<uoplyst>;;;;;;;;;;5;10;;12;
701300;10. klassetrin;<uoplyst>;;;;;;;;;;;;;;
701302;10. klassetrin;<uoplyst>;;;;;;;;;;;;;;
710001;10. klassetrin;<uoplyst>;;;;;;;;;;;;;;
719302;10. klassetrin;<uoplyst>;;;;;;;;;;;;;;
719304;10. klassetrin;<uoplyst>;;;;;;;;;;;;;;
725010;10. klassetrin;<uoplyst>;;;;7;;;;;;;;;;
731014;10. klassetrin;<uoplyst>;;;;;;;;5;;;;;;
739300;10. klassetrin;<uoplyst>;;;;;;;;;;;;;;
741300;10. klassetrin;<uoplyst>;;;;;;;;5;;;;;;
743211;10. klassetrin;<uoplyst>;;;;;;5;7;7;8;;;;;
746211;10. klassetrin;<uoplyst>;;;;;;;;;;;;;;
751023;10. klassetrin;<uoplyst>;;;;;;;;6;5;;;;;
751312;10. klassetrin;<uoplyst>;;;;;;;;;;;;;;
773001;10. klassetrin;<uoplyst>;;;;;;;;;6;;;;;
773300;10. klassetrin;<uoplyst>;;;;;;;;23;;;;;;
775301;10. klassetrin;<uoplyst>;;;;;;;6;;;;;;;
789300;10. klassetrin;<uoplyst>;;;;;;;;5;;;;;;
791014;10. klassetrin;<uoplyst>;;;;;;;;;;;;;;
809001;10. klassetrin;<uoplyst>;;;;;;;;;5;9;14;11;12;
811001;10. klassetrin;<uoplyst>;;;;;;5;;;;;;;;
819300;10. klassetrin;<uoplyst>;;;;;;;;;;;;;;
820001;10. klassetrin;<uoplyst>;;;;;;;;;;;;;;
821019;10. klassetrin;<uoplyst>;;;;;;;;;;;;;;
821300;10. klassetrin;<uoplyst>;;;;;;;;5;;;;;;
827300;10. klassetrin;<uoplyst>;;;;;;;;;10;;;;;
843301;10. klassetrin;<uoplyst>;;;;;;;;7;;;;;;
847300;10. klassetrin;<uoplyst>;;;;;;;;;;;;;;
849300;10. klassetrin;<uoplyst>;;;;;;;;;;;;;;
851048;10. klassetrin;<uoplyst>;;;;;;;;;;;;;;
851221;10. klassetrin;<uoplyst>;;;;;;;;5;8;;;;;
101217;11. klassetrin;<uoplyst>;;6;;;;;;;;;;;;
157041;11. klassetrin;<uoplyst>;;;;;6;;;;;;;;;
561035;11. klassetrin;<uoplyst>;12;15;;;;;;;;;;;;
621025;11. klassetrin;<uoplyst>;;;;17;;;;;;;;;;
101001;0. klassetrin;Dansk;41;44;43;46;40;48;51;48;48;45;44;43;41;
101003;0. klassetrin;Dansk;55;64;61;64;53;61;49;45;49;57;46;52;37;
101005;0. klassetrin;Dansk;40;43;50;47;48;52;48;45;39;50;35;45;36;
101007;0. klassetrin;Dansk;46;43;61;63;68;65;70;54;72;58;61;66;59;
101008;0. klassetrin;Dansk;34;25;29;32;37;44;58;67;77;79;83;63;63;
101011;0. klassetrin;Dansk;50;65;74;61;68;52;67;55;57;57;39;32;36;
101012;0. klassetrin;Dansk;60;60;51;51;85;71;69;111;84;88;97;86;107;
101015;0. klassetrin;Dansk;23;24;26;25;36;42;28;30;43;41;32;39;44;
101016;0. klassetrin;Dansk;;;;;;;;;;;;;;
101017;0. klassetrin;Dansk;55;52;50;53;55;75;65;69;60;70;52;55;54;
101018;0. klassetrin;Dansk;67;76;81;71;67;93;74;78;87;;;;;
101019;0. klassetrin;Dansk;69;73;67;83;85;79;79;97;96;90;79;87;84;
101020;0. klassetrin;Dansk;66;94;86;91;86;82;67;94;82;88;86;107;88;
101021;0. klassetrin;Dansk;53;59;61;62;64;69;61;65;77;45;58;45;45;
101022;0. klassetrin;Dansk;69;70;61;65;75;75;80;60;92;75;76;53;57;
101023;0. klassetrin;Dansk;;5;;;;;9;;7;9;12;14;8;
101024;0. klassetrin;Dansk;34;37;43;52;41;51;56;52;34;;;;;
101029;0. klassetrin;Dansk;24;11;20;16;29;40;40;31;45;35;28;35;28;
101030;0. klassetrin;Dansk;49;64;62;59;53;57;45;46;57;62;43;55;60;
101034;0. klassetrin;Dansk;29;28;41;35;37;47;67;69;81;71;82;70;75;
101035;0. klassetrin;Dansk;68;95;83;94;99;102;100;93;100;81;85;68;64;
101039;0. klassetrin;Dansk;49;44;67;47;42;43;33;34;36;34;36;29;26;
101041;0. klassetrin;Dansk;68;68;63;65;67;58;79;65;54;63;66;72;53;
101042;0. klassetrin;Dansk;40;50;38;46;60;42;45;50;55;44;40;52;43;
101043;0. klassetrin;Dansk;47;52;79;65;68;74;71;92;63;70;59;59;61;
101045;0. klassetrin;Dansk;;;;;6;20;30;28;29;45;44;35;34;
101047;0. klassetrin;Dansk;76;72;74;59;88;72;80;91;97;79;86;76;83;
101049;0. klassetrin;Dansk;20;20;20;26;42;43;43;68;90;83;81;71;82;
101050;0. klassetrin;Dansk;30;28;27;33;33;48;47;31;40;50;34;33;40;
101051;0. klassetrin;Dansk;72;67;71;76;103;113;106;106;120;107;107;82;87;
101052;0. klassetrin;Dansk;61;59;50;51;;;;;;;;;;
101053;0. klassetrin;Dansk;73;74;78;78;78;92;78;72;86;92;99;72;73;
101055;0. klassetrin;Dansk;37;37;41;37;70;70;58;78;86;56;78;62;63;
101058;0. klassetrin;Dansk;65;81;70;70;93;96;103;120;107;106;90;93;87;
101059;0. klassetrin;Dansk;107;108;103;108;122;146;140;142;146;145;143;133;128;
101060;0. klassetrin;Dansk;42;34;27;38;38;45;59;61;66;67;58;42;59;
101062;0. klassetrin;Dansk;31;52;45;38;44;30;35;36;39;50;47;48;56;
101063;0. klassetrin;Dansk;26;22;20;21;23;19;33;44;34;37;49;46;38;
101064;0. klassetrin;Dansk;67;81;79;83;97;104;95;102;89;96;94;98;82;
101069;0. klassetrin;Dansk;41;63;54;42;54;58;70;57;79;92;57;64;62;
101070;0. klassetrin;Dansk;45;43;35;51;65;50;55;55;50;48;53;48;49;
101071;0. klassetrin;Dansk;44;43;45;48;55;54;51;39;48;32;45;61;36;
101072;0. klassetrin;Dansk;29;22;27;24;37;26;40;49;36;28;34;40;44;
101074;0. klassetrin;Dansk;53;54;57;56;68;64;78;49;69;81;50;61;54;
101075;0. klassetrin;Dansk;36;32;46;43;71;62;83;71;68;60;69;55;51;
101076;0. klassetrin;Dansk;19;35;30;36;51;53;70;63;86;65;65;51;47;
101077;0. klassetrin;Dansk;;;;;;;;;;;;;;
101078;0. klassetrin;Dansk;11;13;18;17;12;19;19;18;18;18;17;11;17;
101079;0. klassetrin;Dansk;24;22;25;22;25;24;23;24;24;23;23;23;23;
101080;0. klassetrin;Dansk;33;35;19;28;23;26;19;20;20;19;40;19;46;
101081;0. klassetrin;Dansk;41;43;46;;60;7;77;52;58;59;53;46;44;
101082;0. klassetrin;Dansk;16;24;27;21;30;31;36;19;34;28;34;28;30;
101083;0. klassetrin;Dansk;40;39;39;37;35;40;38;37;39;37;36;39;35;
101084;0. klassetrin;Dansk;42;48;48;50;47;51;47;74;50;48;48;49;46;
101086;0. klassetrin;Dansk;38;39;39;40;37;36;40;38;38;38;34;42;42;
101087;0. klassetrin;Dansk;16;;12;18;18;19;19;20;20;20;20;20;19;
101088;0. klassetrin;Dansk;43;43;42;39;45;40;43;42;42;42;27;41;39;
101089;0. klassetrin;Dansk;34;30;48;47;41;44;42;53;44;43;44;36;41;
101090;0. klassetrin;Dansk;19;18;17;22;21;22;21;19;31;20;21;20;19;
101091;0. klassetrin;Dansk;16;20;20;16;19;20;19;19;18;19;18;20;15;
101092;0. klassetrin;Dansk;21;20;21;19;22;22;20;22;22;22;24;43;23;
101093;0. klassetrin;Dansk;;;6;;;7;11;8;11;7;5;6;14;
101094;0. klassetrin;Dansk;;;;5;5;;5;;;6;8;5;8;
101098;0. klassetrin;Dansk;;;;6;6;;;;13;12;5;6;;
101111;0. klassetrin;Dansk;40;44;44;46;46;45;45;45;43;44;46;46;45;
101127;0. klassetrin;Dansk;15;14;21;19;20;17;20;19;20;20;14;18;21;
101129;0. klassetrin;Dansk;14;13;15;;;;;16;15;14;16;13;16;
101132;0. klassetrin;Dansk;17;16;;;21;20;20;23;22;24;22;23;24;
101133;0. klassetrin;Dansk;19;21;19;21;21;20;20;20;21;20;20;19;23;
101135;0. klassetrin;Dansk;20;18;18;20;20;18;21;20;20;20;21;21;19;
101138;0. klassetrin;Dansk;54;52;44;60;58;51;54;40;34;38;29;25;47;
101140;0. klassetrin;Dansk;18;16;17;;19;21;;19;21;17;21;17;21;
101145;0. klassetrin;Dansk;21;21;21;21;21;18;23;19;22;21;21;19;21;
101149;0. klassetrin;Dansk;20;17;19;30;29;28;17;25;16;22;23;20;28;
101151;0. klassetrin;Dansk;46;53;43;55;65;61;52;59;78;32;48;41;38;
101152;0. klassetrin;Dansk;;6;;5;6;7;6;7;7;;8;5;;
101153;0. klassetrin;Dansk;46;48;46;46;47;46;49;66;49;47;47;45;44;
101154;0. klassetrin;Dansk;;;;;;;5;11;;;;;;
101155;0. klassetrin;Dansk;45;45;44;58;56;46;49;52;48;48;47;46;45;
101157;0. klassetrin;Dansk;84;62;81;65;66;70;65;57;63;49;52;54;55;
101162;0. klassetrin;Dansk;8;7;6;7;9;10;10;12;12;11;11;;9;
101163;0. klassetrin;Dansk;;;;5;;;;;5;7;;;;
101166;0. klassetrin;Dansk;;;;;;;;;;;;;;
101169;0. klassetrin;Dansk;;;;12;8;10;12;6;13;10;9;11;6;
101172;0. klassetrin;Dansk;;5;;;;;;5;;11;11;9;12;
101174;0. klassetrin;Dansk;28;38;44;47;78;88;77;91;102;100;79;69;70;
101175;0. klassetrin;Dansk;47;63;74;66;101;99;83;120;114;86;109;110;105;
101178;0. klassetrin;Dansk;5;7;7;9;;9;6;10;15;19;17;11;17;
101180;0. klassetrin;Dansk;;;;;;;;;;;;;;
101181;0. klassetrin;Dansk;;;6;6;20;14;17;17;10;17;20;11;12;
101184;0. klassetrin;Dansk;;6;6;6;5;9;11;13;9;9;9;11;12;
101185;0. klassetrin;Dansk;16;12;12;16;12;12;13;13;14;13;21;13;13;
101188;0. klassetrin;Dansk;11;12;11;17;13;10;18;19;18;16;19;19;17;
101189;0. klassetrin;Dansk;7;;;;;;5;;7;7;6;8;7;
101191;0. klassetrin;Dansk;22;24;18;23;24;24;24;24;24;23;24;24;23;
101516;0. klassetrin;Dansk;9;8;9;17;11;22;18;16;19;14;26;20;17;
101525;0. klassetrin;Dansk;;;6;10;10;;5;;13;7;6;10;;
101526;0. klassetrin;Dansk;5;10;6;;;;7;8;;7;6;;;
101533;0. klassetrin;Dansk;16;16;17;15;17;12;22;18;27;18;24;20;17;
101537;0. klassetrin;Dansk;47;49;53;51;45;53;45;41;41;48;43;45;42;
101538;0. klassetrin;Dansk;;7;5;9;10;7;9;;8;7;19;10;8;
101540;0. klassetrin;Dansk;42;46;54;52;69;53;65;58;74;65;73;61;61;
101541;0. klassetrin;Dansk;12;11;11;8;15;;16;14;17;18;16;10;13;
101563;0. klassetrin;Dansk;;;;;;7;9;6;;;10;;;
101564;0. klassetrin;Dansk;;;;;;;;;;;;;;
101566;0. klassetrin;Dansk;;;;;;;;;;;;;;
101572;0. klassetrin;Dansk;48;55;53;64;96;88;110;109;87;79;93;52;75;
101575;0. klassetrin;Dansk;;;;;;;;;;;;;;
101580;0. klassetrin;Dansk;;;;5;;;8;5;;6;7;8;5;
101581;0. klassetrin;Dansk;5;;;;;;;;;;;;;
101584;0. klassetrin;Dansk;12;19;14;16;19;30;26;30;31;18;;;;
101585;0. klassetrin;Dansk;18;20;22;21;22;21;25;18;24;19;23;23;21;
101586;0. klassetrin;Dansk;63;68;74;46;54;53;60;51;44;53;51;47;49;
101592;0. klassetrin;Dansk;;;;;;;;;;7;;;5;
101593;0. klassetrin;Dansk;;;;;8;9;7;6;5;6;12;7;5;
101594;0. klassetrin;Dansk;;;;;;;;;;;;;;
101621;0. klassetrin;Dansk;;;;;8;5;5;7;;6;6;5;8;
101908;0. klassetrin;Dansk;;;;7;;;10;;9;7;5;16;13;
101910;0. klassetrin;Dansk;;;;;;;;;;;;;;
147002;0. klassetrin;Dansk;36;62;82;70;76;86;90;104;87;91;100;68;95;
